DialogID,NpcID,SkinID,AnimType,FacialType,DialogType,AudioName,KOR,KOR_LineSpace,KOR_CharSpace,ENG,ENG_LineSpace,ENG_CharSpace,JP,JP_LineSpace,JP_CharSpace,ZH_CHT,ZH_CHT_LineSpace,ZH_CHT_CharSpace,ZH_CHS,ZH_CHS_LineSpace,ZH_CHS_CharSpace,row_index,record_offset
440,1003,1003203,0,0,15,,겨울에는 따뜻한 음료\n어떠신가요?,0.0,0.0,How about a warm drink in winter?,0.0,0.0,冬には温かい飲み物はいかがですか？,0.0,0.0,冬天來一杯熱飲怎麼樣？,0.0,0.0,冬天来一杯热饮怎么样？,0.0,0.0,439,177812
441,1003,1003203,0,0,15,,금방 준비해드리겠습니다.,0.0,0.0,I'll prepare it right away.,0.0,0.0,すぐにご用意いたします。,0.0,0.0,馬上為您準備。,0.0,0.0,马上为您准备。,0.0,0.0,440,178108
442,1003,1003203,0,0,15,,이번엔 어떤 주문이\n들어왔나요?,0.0,0.0,What kind of order came in this time?,0.0,0.0,今回はどんなご注文でしょうか？,0.0,0.0,這次收到什麼訂單呢？,0.0,0.0,这次收到什么订单呢？,0.0,0.0,441,178344
443,1003,1003203,0,0,15,,……제 힘이 닿는데까지\n도와드리겠습니다.,0.0,0.0,……I will help as much as I can.,0.0,0.0,……私の力の及ぶ限り、お手伝いします。,0.0,0.0,……我會盡我所能幫忙。,0.0,0.0,……我会尽我所能帮忙。,0.0,0.0,442,178628
444,1003,1003203,7,2,19,Aku/Voice_Aku_Effect_1,"……감사합니다, 마스터. 소중히 사용하겠습니다.",0.0,0.0,"…Thank you, Master. I’ll treasure it.",0.0,0.0,……ありがとうございます、マスター。 大切にします。,0.0,0.0,……謝謝你，大師。 我會好好珍惜的。,0.0,0.0,……谢谢你，大师。  我会好好珍惜的。,0.0,0.0,443,178944
445,1003,1003203,1,1,8,Aku/Voice_Aku_Like_3,초코 푸딩을 서로 먹여준다던지…그런 건 역시…….,0.0,0.0,Feeding each other chocolate pudding… that kind of thing is still a bit…,0.0,0.0,チョコプリンを食べさせ合うとか……そういうのはやっぱり……。,0.0,0.0,互相餵巧克力布丁之類的……這種事果然還是有點……。,0.0,0.0,互相喂巧克力布丁之类的……这种事果然还是有点……。,0.0,0.0,444,179352
446,1003,1003203,1,1,8,Aku/Voice_AkuChristmas_MaidApp_1,……메리 크리스마스입니다 마스터.,0.0,0.0,"......Merry Christmas, Master.",0.0,0.0,......メリークリスマス、マスター。,0.0,0.0,……聖誕快樂，大師。,0.0,0.0,......圣诞快乐，大師。,0.0,0.0,445,179852
447,1003,1003203,7,2,8,Aku/Voice_AkuChristmas_MaidApp_2,……밖이 많이 추우니 따뜻하게 입으시길.,0.0,0.0,"......It's cold outside, so dress warm.",0.0,0.0,......外は寒いので、暖かい格好をしてください。,0.0,0.0,……外面很冷，穿暖和點。,0.0,0.0,......外面很冷，穿暖和点。,0.0,0.0,446,180164
448,1003,1003203,14,0,8,Aku/Voice_AkuChristmas_MaidApp_3,……크리스마스는 딱히 좋아하진 않지만 마스터와 함께라면 괜찮습니다.,0.0,0.0,"......I'm not a big fan of Christmas, but with Master, I don't mind.",0.0,0.0,......クリスマスは苦手だけど、マスターと一緒なら気にならない。,0.0,0.0,……我不是很喜歡過聖誕節，但是和大師在一起，我就不介意了。,0.0,0.0,......我不是很喜欢过圣诞节，但是和大師在一起，我就不介意了。,0.0,0.0,447,180520
449,1003,1003203,7,2,8,Aku/Voice_AkuChristmas_MaidApp_4,……겉옷…빌려주지 않으셔도 괜찮지만 빌려주신다면 기꺼이.,0.0,0.0,"......Clothes...I hope you don't mind if I don't lend them, but if you do, I'd be happy to.",0.0,0.0,......服は......貸さなくても構わないけど、貸してくれたら嬉しいな。,0.0,0.0,....衣服......我希望你不介意我不借給你，但如果你介意，我很樂意借給你。,0.0,0.0,......衣服......我希望你不介意我不借给你，但如果你介意，我很乐意借给你。,0.0,0.0,448,181076
450,1003,1003203,14,0,8,Aku/Voice_AkuChristmas_MaidApp_5,"……옷 말인가요? 저도 부끄러우니, 놀리지 말아주세요…….",0.0,0.0,"......You mean clothes? I'm embarrassed too, so please don't tease me.......",0.0,0.0,......服ですか。私も恥ずかしいので、からかわないでください......。,0.0,0.0,……你是說衣服？我也很尷尬，所以請不要取笑我.......。,0.0,0.0,......你是说衣服？我也很尴尬，所以请不要取笑我.......。,0.0,0.0,449,181672
451,1003,1003203,13,8,8,Aku/Voice_AkuChristmas_MaidApp_6,"……아쿠표 크리스마스 한정 커피, 드시겠나요?",0.0,0.0,"......Coupon Christmas coffee, would you like some?",0.0,0.0,......クーポンのクリスマスコーヒー、いかがですか？,0.0,0.0,……優惠券聖誕咖啡，你要來點嗎？,0.0,0.0,......优惠券圣诞咖啡，你要来点吗？,0.0,0.0,450,182196
452,1003,1003203,7,2,9,Aku/Voice_AkuChristmas_MaidApp_1,……메리 크리스마스입니다\n마스터.,0.0,0.0,"……Merry Christmas, Master.",0.0,0.0,......メリークリスマス、マスター。,0.0,0.0,……聖誕快樂，大師。,0.0,0.0,……圣诞快乐，大師。,0.0,0.0,451,182600
453,1003,1003203,14,0,10,,저의 크리스마스 선물은\n저로……아무것도 아닙니다.,0.0,0.0,"My Christmas gift is myself… No, it's nothing.",0.0,0.0,"私のクリスマスプレゼントは私で……何でもありません。
",0.0,0.0,我的聖誕禮物是我……沒什麼。,0.0,0.0,我的圣诞礼物是我……没什么。,0.0,0.0,452,182916
454,1003,1003203,0,0,11,,…….,0.0,0.0,…….,0.0,0.0,…….,0.0,0.0,…….,0.0,0.0,…….,0.0,0.0,453,183292
455,1003,1003203,0,0,12,Aku/Voice_Aku_Dormitory_1,……전 아직 마음의 준비가 되지 않았습니다.,0.0,0.0,......I'm not quite ready for that yet.,0.0,0.0,…… 私はまだ心の準備が出来ていません。,0.0,0.0,…… 我還沒準備好。,0.0,0.0,...... 我还没准备好。,0.0,0.0,454,183420
456,1003,1003203,0,0,13,Aku/Voice_Aku_Dormitory_2,"……네, 마스터라면.",0.0,0.0,"......Yes, if you're a master.",0.0,0.0,…… はい、マスターなら。,0.0,0.0,…… 是的，如果你是大師的話。,0.0,0.0,...... 是的，如果你是大师的话。,0.0,0.0,455,183752
457,1003,1003203,0,0,14,Aku/Voice_Aku_DormitoryOpen_1,……기숙사인가요…저도 기대됩니다.,0.0,0.0,…Is this the dormitory…? I’m looking forward to it.,0.0,0.0,……寮ですか…私も楽しみです。,0.0,0.0,……是宿舍嗎……？我也很期待。,0.0,0.0,……是宿舍吗……？我也很期待。,0.0,0.0,456,184056
458,1004,0,0,0,5,,마스터-잠시\n괜찮을까요-♥,0.0,0.0,"Master, is it okay for a moment-? ♥",0.0,0.0,マスター、少しよろしいですか-♥,0.0,0.0,大師——可以稍微聊一會兒嗎-♥,0.0,0.0,大师——可以稍微聊一会儿吗-♥,0.0,0.0,457,184432
459,1004,0,0,0,17,Yuki/Voice_Yuki_Hello_1,"아-마스터, 안녕하세요-오늘은 뭐부터 할까요?",0.0,0.0,"Ah, Master, hello! What should we do first today?",0.0,0.0,ああーマスター、こんにちはー。今日は何から始めますか？,0.0,0.0,啊-大師，你好。今天要先做什麼？,0.0,0.0,啊-大师，你好。今天要先做什么？,0.0,0.0,458,184736
460,1004,0,0,0,16,Yuki/Voice_YukiBasic_Complete_1,사랑을 담은 음식-\n맛있게 드세요-,0.0,0.0,Food filled with love—enjoy your meal!,0.0,0.0,愛を込めた料理ー。お召し上がりくださいー。,0.0,0.0,請慢慢享用注入愛意的料理-,0.0,0.0,请慢慢享用注入爱意的料理-,0.0,0.0,459,185144
461,1004,0,0,0,0,Yuki/Voice_YukiBasic_Complete_2,다음에도\n찾아주세요-♥,0.0,0.0,I hope to see you again soon-♥,0.0,0.0,また来てくださいねー♥,0.0,0.0,下次請再度光臨-♥,0.0,0.0,下次请再度光临-♥,0.0,0.0,460,185496
462,1004,0,0,0,16,Yuki/Voice_Yuki_Effect_1,맛있어져라-♥,0.0,0.0,Tastier- with a sprinkle of magic-♥,0.0,0.0,美味しくなれー♥,0.0,0.0,變好吃吧-♥,0.0,0.0,变好吃吧-♥,0.0,0.0,461,185776
463,1004,0,0,0,16,Yuki/Voice_Yuki_Effect_1,맛있게 드세요-♥,0.0,0.0,Enjoy your meal-♥,0.0,0.0,美味しくお召し上がりくださいー♥,0.0,0.0,請慢用-♥,0.0,0.0,请慢用-♥,0.0,0.0,462,186004
464,1004,0,0,0,6,Yuki/Voice_YukiBasic_In_2,거긴 만지면\n안 돼요-♥,0.0,0.0,You can’t touch there-♥,0.0,0.0,そこは触っちゃダメですよー♥,0.0,0.0,那裡不可以碰喔-♥,0.0,0.0,那里不可以碰喔-♥,0.0,0.0,463,186240
465,1004,0,0,0,6,Yuki/Voice_YukiBasic_In_3,어딜 그렇게 빤히\n보시나요-?,0.0,0.0,Why are you staring like that-?,0.0,0.0,どこをそんなにじっと見ているんですかー？,0.0,0.0,你在看哪裡呀-？,0.0,0.0,你在看哪里呀-？,0.0,0.0,464,186516
466,1004,0,0,0,6,Yuki/Voice_YukiBasic_In_1,"쉬고 싶으시면, 제가\n안아 드릴게요-♥",0.0,0.0,"If you want to rest, I’ll hold you-♥",0.0,0.0,休みたいなら、私が抱きしめてあげますよー♥,0.0,0.0,想休息的話，我可以抱你一下喔-♥,0.0,0.0,想休息的话，我可以抱你一下喔-♥,0.0,0.0,465,186812
467,1004,0,0,0,6,Yuki/Voice_YukiBasic_In_4,차가운 핫초코……\n같은 건 없답니다?,0.0,0.0,"There's no such thing as cold hot chocolate, you know?",0.0,0.0,冷たいホットチョコ……なんてないですよ？,0.0,0.0,冰的熱可可……沒有這種東西喔？,0.0,0.0,冰的热可可……没有这种东西喔？,0.0,0.0,466,187180
468,1004,0,0,0,6,Yuki/Voice_YukiBasic_In_5,사랑을 담은 음식\n곧 준비해 드릴게요♥,0.0,0.0,I’ll prepare a meal full of love soon-♥,0.0,0.0,愛を込めた料理を、すぐにご用意しますね♥,0.0,0.0,馬上為您準備充滿愛意的料理♥,0.0,0.0,马上为您准备充满爱意的料理♥,0.0,0.0,467,187560
469,1004,0,0,0,7,Yuki/Voice_YukiBasic_In_2,거긴 만지면\n안 돼요-♥,0.0,0.0,You can’t touch there-♥,0.0,0.0,そこは触っちゃダメですよー♥,0.0,0.0,那裡不可以碰喔-♥,0.0,0.0,那里不可以碰喔-♥,0.0,0.0,468,187924
470,1004,0,0,0,7,Yuki/Voice_YukiBasic_In_3,어딜 그렇게 빤히\n보시나요-?,0.0,0.0,Why are you staring like that-?,0.0,0.0,どこをそんなにじっと見ているんですかー？,0.0,0.0,你在看哪裡呀-？,0.0,0.0,你在看哪里呀-？,0.0,0.0,469,188200
471,1004,0,0,0,7,Yuki/Voice_YukiBasic_In_1,"쉬고 싶으시면, 제가\n안아 드릴게요-♥",0.0,0.0,"If you want to rest, I’ll hold you-♥",0.0,0.0,休みたいなら、私が抱きしめてあげますよー♥,0.0,0.0,想休息的話，我可以抱你一下喔-♥,0.0,0.0,想休息的话，我可以抱你一下喔-♥,0.0,0.0,470,188496
472,1004,0,0,0,7,Yuki/Voice_YukiBasic_In_4,차가운 핫초코……\n같은 건 없답니다?,0.0,0.0,"There's no such thing as cold hot chocolate, you know?",0.0,0.0,冷たいホットチョコ……なんてないですよ？,0.0,0.0,冰的熱可可……沒有這種東西喔？,0.0,0.0,冰的热可可……没有这种东西喔？,0.0,0.0,471,188864
473,1004,0,0,0,7,Yuki/Voice_YukiBasic_In_5,사랑을 담은 음식\n곧 준비해 드릴게요♥,0.0,0.0,I’ll prepare a meal full of love soon-♥,0.0,0.0,愛を込めた料理を、すぐにご用意しますね♥,0.0,0.0,馬上為您準備充滿愛意的料理♥,0.0,0.0,马上为您准备充满爱意的料理♥,0.0,0.0,472,189244
474,1004,0,0,0,7,Yuki/Voice_YukiBasic_Out_2,청소는\n너무 좋아요-♥,0.0,0.0,I just love cleaning-♥,0.0,0.0,お掃除は大好きですー♥,0.0,0.0,我最喜歡打掃了-♥,0.0,0.0,我最喜欢打扫了-♥,0.0,0.0,473,189608
475,1004,0,0,0,7,Yuki/Voice_YukiBasic_Out_3,달콤한 향기♪\n마스터와 디저트라도 먹을까요♥,0.0,0.0,"Such a sweet scent♪ Shall we have dessert together, Master? ♥",0.0,0.0,甘い香り♪ マスターとデザートでも食べましょうか♥,0.0,0.0,甜蜜香氣♪要不要跟大師一起吃甜點呢♥,0.0,0.0,甜蜜香气♪要不要跟大师一起吃甜点呢♥,0.0,0.0,474,189872
476,1004,0,0,0,7,Yuki/Voice_YukiBasic_Out_4,주문하신 메뉴\n나왔습니다-♥,0.0,0.0,Your order is ready-♥,0.0,0.0,ご注文のメニューができましたー♥,0.0,0.0,您點的餐點來囉-♥,0.0,0.0,您点的餐点来啰-♥,0.0,0.0,475,190312
477,1004,0,0,0,7,Yuki/Voice_YukiBasic_Out_5,카페는 청결이\n최우선이에요-,0.0,0.0,Cleanliness is the top priority in the cafe-,0.0,0.0,カフェは、清潔が最優先ですー。,0.0,0.0,咖啡廳最重要的就是整潔了-,0.0,0.0,咖啡厅最重要的就是整洁了-,0.0,0.0,476,190596
478,1004,0,0,0,7,Yuki/Voice_YukiBasic_Out_6,내가 마스터와 같은 공기를 마시며\n일할 수 있다니-♥,0.0,0.0,Working while breathing Master’s air? Unbelievable-♥,0.0,0.0,マスターと同じ空気を吸いながら働けるなんてー♥,0.0,0.0,竟然能和大師呼吸著相同的空氣一起工作-♥,0.0,0.0,竟然能和大师呼吸着相同的空气一起工作-♥,0.0,0.0,477,190924
479,1004,0,0,0,7,Yuki/Voice_YukiBasic_Out_7,마스터의 방은\n어디에 있을까요-♥,0.0,0.0,Where could Master’s room be-? ♥,0.0,0.0,マスターのお部屋はどこにあるんでしょうー♥,0.0,0.0,大師的房間是哪一間呢-♥,0.0,0.0,大师的房间是哪一间呢-♥,0.0,0.0,478,191360
480,1004,0,0,0,7,Yuki/Voice_YukiBasic_Out_1,맛있어지는 주문을\n외워 드릴까요-?,0.0,0.0,Shall I teach you the magic words to make it tastier-?,0.0,0.0,美味しくなる呪文をかけてあげましょうかー？,0.0,0.0,要我幫你唸變好吃的咒語嗎-？,0.0,0.0,要我帮你念变好吃的咒语吗-？,0.0,0.0,479,191696
481,1004,0,0,0,15,,주문 받을게요-,0.0,0.0,I'll take the order-,0.0,0.0,ご注文承りますー,0.0,0.0,我來為您點餐-,0.0,0.0,我来为您点餐-,0.0,0.0,480,192060
482,1004,0,0,0,15,,마스터가 시키는 일이라면\n뭐-든 할거랍니다-,0.0,0.0,"If it's an order from Master, I'll do anything-",0.0,0.0,マスターのご命令なら、なーんでもしますよー,0.0,0.0,只要是大師吩咐的事-我都會做的。,0.0,0.0,只要是大师吩咐的事-我都会做的。,0.0,0.0,481,192252
483,1004,0,0,0,15,,이번엔 어떤 걸\n하면 될까요-?,0.0,0.0,What should I do this time-?,0.0,0.0,次は、何をすればいいでしょうかー？,0.0,0.0,這次要做什麼呢-？,0.0,0.0,这次要做什么呢-？,0.0,0.0,482,192612
484,1004,0,0,0,15,,빨리 일 끝내고 같이…….\n우후훗.,0.0,0.0,Let's finish work quickly and be together… Uhuhut.,0.0,0.0,早くお仕事を終えて、一緒に……。うふふ。,0.0,0.0,快點結束工作然後一起……呵呵呵。,0.0,0.0,快点结束工作然后一起……呵呵呵。,0.0,0.0,483,192876
485,1004,0,0,0,15,,저는 청소가 더 좋은데-,0.0,0.0,I prefer cleaning-,0.0,0.0,私は、お掃除のほうが好きですけどー,0.0,0.0,我比較喜歡打掃-,0.0,0.0,我比较喜欢打扫-,0.0,0.0,484,193220
486,1004,0,7,2,19,Yuki/Voice_Yuki_Effect_1,"우후훗, 선물이군요? 이런 걸 받으면 저도 보답하고 싶어지는데요?",0.0,0.0,"Ufufu, a gift? Now I feel like I should give something in return too.",0.0,0.0,うふふ、プレゼントですね？こういうのをもらったら、私もお礼をしたくなっちゃいますよ？,0.0,0.0,呵呵呵，這是禮物嗎？收到這種東西我也會想回禮耶？,0.0,0.0,呵呵呵，这是礼物吗？收到这种东西我也会想回礼耶？,0.0,0.0,485,193460
487,1004,0,12,7,8,Yuki/Voice_Yuki_Like_1,"뭐예요, 마스터-? 그렇게 쳐다보시고…….\n절 유혹하는 건가요?",0.0,0.0,"What is it, Master? Looking at me like that……Are you trying to tempt me?",0.0,0.0,なんですか、マスター。そんなに見つめて……。私を誘惑しているんですか？,0.0,0.0,怎樣啦-大師？那樣盯著我……是在引誘我嗎？,0.0,0.0,怎样啦-大师？那样盯着我……是在引诱我吗？,0.0,0.0,486,194004
488,1004,0,1,1,8,Yuki/Voice_Yuki_Like_2,"마스터와 함께 있을 수 있다니, 꿈만 같아요-",0.0,0.0,"Just being with you, Master, feels like a dream.",0.0,0.0,マスターと一緒にいられるなんて、夢みたいですー。,0.0,0.0,能和大師在一起，真像做夢一樣。,0.0,0.0,能和大师在一起，真像做梦一样。,0.0,0.0,487,194512
489,1004,0,1,1,8,Yuki/Voice_Yuki_Like_3,어디 한적한 곳에서…둘이 있을까요?,0.0,0.0,Shall we go somewhere quiet… just the two of us?,0.0,0.0,どこか静かな場所で…二人きりになりませんか？,0.0,0.0,我們找個清靜的地方……一起待一下？,0.0,0.0,我们找个清静的地方……一起待一下？,0.0,0.0,488,194900
490,1004,0,1,1,8,Yuki/Voice_Yuki_Hello_1,"아-마스터, 안녕하세요-오늘은 뭐부터 할까요?",0.0,0.0,"Ah, Master, hello! What should we do first today?",0.0,0.0,ああーマスター、こんにちはー。今日は何から始めますか？,0.0,0.0,啊-大師，你好。今天要先做什麼？,0.0,0.0,啊-大师，你好。今天要先做什么？,0.0,0.0,489,195288
491,1004,0,15,2,8,Yuki/Voice_Yuki_Hello_2,무릎 베개? 귀 파주기? 말만 하세요-,0.0,0.0,A lap pillow? Cleaning your ears? Just say the word.,0.0,0.0,膝枕？耳かき？何でもおっしゃってくださいねー,0.0,0.0,需要膝枕？還是幫忙挖耳朵？只要跟我說一聲就行唷-,0.0,0.0,需要膝枕？还是帮忙挖耳朵？只要跟我说一声就行唷-,0.0,0.0,490,195696
492,1004,0,1,1,8,Yuki/Voice_YukiBasic_MaidApp_1,무슨 일이신가요?,0.0,0.0,What’s the matter?,0.0,0.0,何かご用ですか？,0.0,0.0,有什麼事嗎？,0.0,0.0,有什么事吗？,0.0,0.0,491,196120
493,1004,0,15,2,8,Yuki/Voice_YukiBasic_MaidApp_2,"우후훗, 거기는 안돼요-♥",0.0,0.0,"Uhuhut, not there- ♥",0.0,0.0,うふふ、そこはダメですよー♥,0.0,0.0,呵呵呵，那裡不行喔-♥,0.0,0.0,呵呵呵，那里不行喔-♥,0.0,0.0,492,196348
494,1004,0,16,1,8,Yuki/Voice_YukiBasic_MaidApp_3,저한테 시켜볼 것이 있나요-♥,0.0,0.0,Do you have something for me to do-? ♥,0.0,0.0,私にお願いしたいことがありますかー♥,0.0,0.0,有想要我做什麼嗎-♥,0.0,0.0,有想要我做什么吗-♥,0.0,0.0,493,196636
495,1004,0,1,1,8,Yuki/Voice_YukiBasic_MaidApp_4,뭐든지 명령만 해주세요-?,0.0,0.0,Just give me any command-?,0.0,0.0,なんでもご命令くださいー,0.0,0.0,只要下令，什麼都可以喔-,0.0,0.0,只要下令，什么都可以喔-,0.0,0.0,494,196948
496,1004,0,1,1,8,Yuki/Voice_YukiBasic_MaidApp_5,마스터의 명령이라면\n뭐-든 할 수 있답니다-?,0.0,0.0,"If it’s Master’s order, I can do anything-?",0.0,0.0,マスターのご命令ならなーんでもできますよー？,0.0,0.0,只要是大師下令-我都會辦到-,0.0,0.0,只要是大师下令-我都会办到-,0.0,0.0,495,197240
497,1004,0,15,2,8,Yuki/Voice_YukiBasic_MaidApp_6,어디든 괜찮아요-,0.0,0.0,Anywhere is fine-,0.0,0.0,どこでも大丈夫ですよー,0.0,0.0,哪裡都可以-,0.0,0.0,哪里都可以-,0.0,0.0,496,197616
498,1004,0,1,1,9,Yuki/Voice_Yuki_Hello_3,"우후훗, 오늘도 찾아주셨군요.\n역시 마스터도 제가 좋죠?",0.0,0.0,"uhuhut, you came to see me again today. Does that mean you like me too, Master?",0.0,0.0,うふふ、今日も来てくれたんですね。やっぱり、マスターも、私がいいんですか？,0.0,0.0,呵呵呵，你今天也來啦！果然大師也喜歡我吧？,0.0,0.0,呵呵呵，你今天也来啦！果然大师也喜欢我吧？,0.0,0.0,497,197848
499,1004,0,1,1,18,Yuki/Voice_Yuki_Hello_4,매일매일 보고 싶은 절 위해 와주셨군요-♥,0.0,0.0,You came to see me because you miss me every single day–♥,0.0,0.0,毎日会いたい私のために来てくださったんですねー♥,0.0,0.0,特地來找天天都想見到的我啦-♥,0.0,0.0,特地来找天天都想见到的我啦-♥,0.0,0.0,498,198356
500,1004,0,15,2,10,Yuki/Voice_Yuki_Hello_5,마스터는 이런 걸\n좋아하는 걸까요-?,0.0,0.0,"Do you like things like this, Master?",0.0,0.0,マスターは、こういうのが好きなんですかー？,0.0,0.0,大師好像很喜歡這種的對吧-？,0.0,0.0,大师好像很喜欢这种的对吧-？,0.0,0.0,499,198752
501,1004,0,15,2,10,Yuki/Voice_Yuki_Hello_6,마스터가 좋아할 만한 게 뭔지 알 것 같아요-♥,0.0,0.0,I think I know what Master might like-♥,0.0,0.0,マスターが好きそうなもの、わかった気がしますー♥,0.0,0.0,我好像大概知道大師喜歡什麼了-♥,0.0,0.0,我好像大概知道大师喜欢什么了-♥,0.0,0.0,500,199100
502,1004,0,0,0,11,Yuki/Voice_Yuki_Dormitory_1,드디어 제가 궁금해지신 건가요-?,0.0,0.0,Are you finally getting to the point where I'm wondering -?,0.0,0.0,ついに、私のが気になったのでしょうかー？,0.0,0.0,終於開始對我好奇了嗎-？,0.0,0.0,终于开始对我好奇了吗-？,0.0,0.0,501,199488
503,1004,0,0,0,12,Yuki/Voice_Yuki_Dormitory_2,"우후훗, 어디부터 알려 드릴까요-?",0.0,0.0,"Woohoohoo, where do I start -?",0.0,0.0,うふふ、どこから教えますかー？,0.0,0.0,呵呵呵，要先從哪裡說起呢-？,0.0,0.0,呵呵呵，要先从哪里说起呢-？,0.0,0.0,502,199840
504,1004,0,0,0,13,Yuki/Voice_Yuki_Dormitory_3,좋아요-그럼 시작해볼까요-♥,0.0,0.0,Okay - so let's get started - ♥,0.0,0.0,よしー、それじゃあ、始めましょうー♥,0.0,0.0,好-那就開始吧-♥,0.0,0.0,好-那就开始吧-♥,0.0,0.0,503,200164
505,1004,0,0,0,14,Yuki/Voice_Yuki_DormitoryOpen_1,마스터와 함께 잘 수 있는 방을\n만들어 주세요-♥,0.0,0.0,Please make a room where I can sleep with Master-♥,0.0,0.0,マスターと一緒に寝られる部屋を作ってくださいー♥,0.0,0.0,請給我一間可以和大師一起睡覺的房間-♥,0.0,0.0,请给我一间可以和大师一起睡觉的房间-♥,0.0,0.0,504,200460
506,1004,1004101,0,0,5,,마스터-잠시\n괜찮을까요-♥,0.0,0.0,"Master, is it okay for a moment-? ♥",0.0,0.0,マスター、少しよろしいですか-♥,0.0,0.0,大師——可以稍微聊一會兒嗎-♥,0.0,0.0,大师——可以稍微聊一会儿吗-♥,0.0,0.0,505,200884
507,1004,1004101,14,0,17,Yuki/Voice_YukiCasual_MaidApp_1,마스터-오늘은 어디로 가볼까요? 시장? 레스토랑? 아니면…우후후♥,0.0,0.0,"Master, where shall we go today? Market? Restaurant? Or…ufufu♥",0.0,0.0,マスター、今日はどこに行きましょうか？マーケット？レストラン？それとも…うふふ♥,0.0,0.0,大師-今天要去哪裡呢？市場？餐廳？還是……呵呵呵♥,0.0,0.0,大师-今天要去哪里呢？市场？餐厅？还是……呵呵呵♥,0.0,0.0,506,201188
508,1004,1004101,0,0,16,Yuki/Voice_YukiBasic_Complete_1,사랑을 담은 음식-\n맛있게 드세요-,0.0,0.0,Food filled with love—enjoy your meal!,0.0,0.0,愛を込めた料理ー。お召し上がりくださいー。,0.0,0.0,請慢慢享用注入愛意的料理-,0.0,0.0,请慢慢享用注入爱意的料理-,0.0,0.0,507,201740
509,1004,1004101,0,0,0,Yuki/Voice_YukiBasic_Complete_2,다음에도\n찾아주세요-♥,0.0,0.0,I hope to see you again soon-♥,0.0,0.0,また来てくださいねー♥,0.0,0.0,下次請再度光臨-♥,0.0,0.0,下次请再度光临-♥,0.0,0.0,508,202092
510,1004,1004101,0,0,16,Yuki/Voice_Yuki_Effect_1,맛있어져라-♥,0.0,0.0,Tastier- with a sprinkle of magic-♥,0.0,0.0,美味しくなれー♥,0.0,0.0,變好吃吧-♥,0.0,0.0,变好吃吧-♥,0.0,0.0,509,202372
511,1004,1004101,0,0,16,Yuki/Voice_Yuki_Effect_1,맛있게 드세요-♥,0.0,0.0,Enjoy your meal-♥,0.0,0.0,美味しくお召し上がりくださいー♥,0.0,0.0,請慢用-♥,0.0,0.0,请慢用-♥,0.0,0.0,510,202600
512,1004,1004101,0,0,6,Yuki/Voice_YukiBasic_In_2,거긴 만지면\n안 돼요-♥,0.0,0.0,You can’t touch there-♥,0.0,0.0,そこは触っちゃダメですよー♥,0.0,0.0,那裡不可以碰喔-♥,0.0,0.0,那里不可以碰喔-♥,0.0,0.0,511,202836
513,1004,1004101,0,0,6,Yuki/Voice_YukiBasic_In_3,어딜 그렇게 빤히\n보시나요-?,0.0,0.0,Why are you staring like that-?,0.0,0.0,どこをそんなにじっと見ているんですかー？,0.0,0.0,你在看哪裡呀-？,0.0,0.0,你在看哪里呀-？,0.0,0.0,512,203112
514,1004,1004101,0,0,6,Yuki/Voice_YukiBasic_In_1,"쉬고 싶으시면, 제가\n안아 드릴게요-♥",0.0,0.0,"If you want to rest, I’ll hold you-♥",0.0,0.0,休みたいなら、私が抱きしめてあげますよー♥,0.0,0.0,想休息的話，我可以抱你一下喔-♥,0.0,0.0,想休息的话，我可以抱你一下喔-♥,0.0,0.0,513,203408
515,1004,1004101,0,0,6,Yuki/Voice_YukiBasic_In_4,차가운 핫초코……\n같은 건 없답니다?,0.0,0.0,"There's no such thing as cold hot chocolate, you know?",0.0,0.0,冷たいホットチョコ……なんてないですよ？,0.0,0.0,冰的熱可可……沒有這種東西喔？,0.0,0.0,冰的热可可……没有这种东西喔？,0.0,0.0,514,203776
516,1004,1004101,0,0,6,Yuki/Voice_YukiBasic_In_5,사랑을 담은 음식\n곧 준비해 드릴게요♥,0.0,0.0,I’ll prepare a meal full of love soon-♥,0.0,0.0,愛を込めた料理を、すぐにご用意しますね♥,0.0,0.0,馬上為您準備充滿愛意的料理♥,0.0,0.0,马上为您准备充满爱意的料理♥,0.0,0.0,515,204156
517,1004,1004101,0,0,7,Yuki/Voice_YukiBasic_In_2,거긴 만지면\n안 돼요-♥,0.0,0.0,You can’t touch there-♥,0.0,0.0,そこは触っちゃダメですよー♥,0.0,0.0,那裡不可以碰喔-♥,0.0,0.0,那里不可以碰喔-♥,0.0,0.0,516,204520
518,1004,1004101,0,0,7,Yuki/Voice_YukiBasic_In_3,어딜 그렇게 빤히\n보시나요-?,0.0,0.0,Why are you staring like that-?,0.0,0.0,どこをそんなにじっと見ているんですかー？,0.0,0.0,你在看哪裡呀-？,0.0,0.0,你在看哪里呀-？,0.0,0.0,517,204796
519,1004,1004101,0,0,7,Yuki/Voice_YukiBasic_In_1,"쉬고 싶으시면, 제가\n안아 드릴게요-♥",0.0,0.0,"If you want to rest, I’ll hold you-♥",0.0,0.0,休みたいなら、私が抱きしめてあげますよー♥,0.0,0.0,想休息的話，我可以抱你一下喔-♥,0.0,0.0,想休息的话，我可以抱你一下喔-♥,0.0,0.0,518,205092
